id,title,provider,department,description,level,duration,students,rating,url,tags
2722,Learn to Build Websites using Twitter Bootstrap,Udemy,Web Development,Course: Learn to Build Websites using Twitter Bootstrap. Category: Web Development. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,15134,5,https://www.udemy.com/learn-to-build-websites-using-twitter-bootstrap/,[]
2723,Web Development Tools the Pros Use: Code Productivity Hacks,Udemy,Web Development,Course: Web Development Tools the Pros Use: Code Productivity Hacks. Category: Web Development. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,2596,5,https://www.udemy.com/web-development-tools/,[]
2724,WordPress : An Overview,Udemy,Web Development,Course: WordPress : An Overview. Category: Web Development. Level: Beginner Level. Duration: 36 mins.,Beginner Level,36 mins,1783,5,https://www.udemy.com/what-is-wordpress/,[]
2725,Create Startup Landing Page with Viral Marketing Strategies,Udemy,Web Development,Course: Create Startup Landing Page with Viral Marketing Strategies. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,12974,5,https://www.udemy.com/create-startup-landing-page-with-viral-marketing-strategies/,[]
2726,JavaScript : JavaScript Awesomeness,Udemy,Web Development,Course: JavaScript : JavaScript Awesomeness. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,785,5,https://www.udemy.com/javascript-javascript/,[]
2727,Mastering CSS 3.0 Selectors,Udemy,Web Development,Course: Mastering CSS 3.0 Selectors. Category: Web Development. Level: Intermediate Level. Duration: 2 hours.,Intermediate Level,2 hours,4115,5,https://www.udemy.com/css3-selectors/,[]
2728,WordPress Backup And Restore Fundamentals,Udemy,Web Development,Course: WordPress Backup And Restore Fundamentals. Category: Web Development. Level: Intermediate Level. Duration: 1 hour.,Intermediate Level,1 hour,13242,5,https://www.udemy.com/wordpress-backup-and-restore-fundamentals/,[]
2729,Learn HTML and CSS to make a Website,Udemy,Web Development,Course: Learn HTML and CSS to make a Website. Category: Web Development. Level: Beginner Level. Duration: 6 hours.,Beginner Level,6 hours,1154,5,https://www.udemy.com/learn-html-and-css-to-make-website/,[]
2730,1 Hour HTML,Udemy,Web Development,Course: 1 Hour HTML. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,16212,5,https://www.udemy.com/1-hour-html/,[]
2731,Angular 2 Crash Course with TypeScript,Udemy,Web Development,Course: Angular 2 Crash Course with TypeScript. Category: Web Development. Level: All Levels. Duration: 4 hours.,All Levels,4 hours,16409,5,https://www.udemy.com/angular-2-crash-course/,[]
2732,Boost your website speed without any coding!,Udemy,Web Development,Course: Boost your website speed without any coding!. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,1337,5,https://www.udemy.com/boost-your-website-speed-without-any-coding/,[]
2733,Professional Rails Code Along,Udemy,Web Development,Course: Professional Rails Code Along. Category: Web Development. Level: Intermediate Level. Duration: 19 hours.,Intermediate Level,19 hours,1469,5,https://www.udemy.com/professional-ruby-on-rails-coding-course/,[]
2734,ASP.NET Web API 2 Hands-On,Udemy,Web Development,Course: ASP.NET Web API 2 Hands-On. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,2660,5,https://www.udemy.com/aspnet-web-api-2-hands-on/,[]
2735,Create a MEAN App by Example - Full Stack Course,Udemy,Web Development,Course: Create a MEAN App by Example - Full Stack Course. Category: Web Development. Level: Intermediate Level. Duration: 3.5 hours.,Intermediate Level,3.5 hours,421,5,https://www.udemy.com/full-stack-course-mean-app/,[]
2736,The Original Complete Web Developer Course.,Udemy,Web Development,Course: The Original Complete Web Developer Course.. Category: Web Development. Level: Beginner Level. Duration: 18 hours.,Beginner Level,18 hours,31070,5,https://www.udemy.com/thecompletewebdeveloper/,[]
2737,Angular 2 From The Ground Up,Udemy,Web Development,Course: Angular 2 From The Ground Up. Category: Web Development. Level: All Levels. Duration: 11.5 hours.,All Levels,11.5 hours,1737,5,https://www.udemy.com/angular-2-from-the-ground-up/,[]
2738,Complete Web Development Course Building 5 Websites!,Udemy,Web Development,Course: Complete Web Development Course Building 5 Websites!. Category: Web Development. Level: All Levels. Duration: 24.5 hours.,All Levels,24.5 hours,11492,5,https://www.udemy.com/creating-5-web-development-projects-in-html5-and-css3/,[]
2739,WP Plugin Development - Build your own plugin!,Udemy,Web Development,Course: WP Plugin Development - Build your own plugin!. Category: Web Development. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,5439,5,https://www.udemy.com/wp-plugin-development-build-your-own-plugin/,[]
2740,Sass: From Beginner to Advanced,Udemy,Web Development,Course: Sass: From Beginner to Advanced. Category: Web Development. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,8059,5,https://www.udemy.com/sass-from-beginner-to-advanced/,[]
2741,Build Flat Responsive Website from Scratch - Complete Course,Udemy,Web Development,Course: Build Flat Responsive Website from Scratch - Complete Course. Category: Web Development. Level: All Levels. Duration: 7.5 hours.,All Levels,7.5 hours,12105,5,https://www.udemy.com/build-flat-responsive-website-from-scratch-complete-course/,[]
2742,Wordpress for Beginners - Build a Live Website from Scratch,Udemy,Web Development,Course: Wordpress for Beginners - Build a Live Website from Scratch. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,3877,5,https://www.udemy.com/wordpress_for_beginners/,[]
2743,"Essential JavaScript, jQuery and AngularJS Training",Udemy,Web Development,"Course: Essential JavaScript, jQuery and AngularJS Training. Category: Web Development. Level: Intermediate Level. Duration: 7 hours.",Intermediate Level,7 hours,2919,5,https://www.udemy.com/essential-javascript-jquery-angularjs-training/,[]
2744,The Pro Ruby on Rails Starter,Udemy,Web Development,Course: The Pro Ruby on Rails Starter. Category: Web Development. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,2409,5,https://www.udemy.com/pro-rubyonrails-starter/,[]
2745,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,Udemy,Web Development,Course: Unit Testing AngularJS: Build Bugfree Apps That Always Work!. Category: Web Development. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,2083,5,https://www.udemy.com/unit-testing-angularjs/,[]
2746,WordPress Blog : Create a WordPress Website for Beginners,Udemy,Web Development,Course: WordPress Blog : Create a WordPress Website for Beginners. Category: Web Development. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,2076,5,https://www.udemy.com/wordpress-website-for-beginners/,[]
2747,Introduction to HTML5 Canvas basics of drawing,Udemy,Web Development,Course: Introduction to HTML5 Canvas basics of drawing. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,2918,5,https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/,[]
2748,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",Udemy,Web Development,"Course: Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL. Category: Web Development. Level: All Levels. Duration: 25 hours.",All Levels,25 hours,842,5,https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/,[]
2749,Kids Coding - Beginners CSS,Udemy,Web Development,Course: Kids Coding - Beginners CSS. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,7130,5,https://www.udemy.com/kids-coding-beginners-css/,[]
2750,PHP MySQL - Learn The Easy Way. Master PHP MySQL Quickly,Udemy,Web Development,Course: PHP MySQL - Learn The Easy Way. Master PHP MySQL Quickly. Category: Web Development. Level: All Levels. Duration: 15.5 hours.,All Levels,15.5 hours,5549,5,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,[]
2751,Learning Path: Magento: Master and Test Magento 2 with Ease,Udemy,Web Development,Course: Learning Path: Magento: Master and Test Magento 2 with Ease. Category: Web Development. Level: Expert Level. Duration: 6 hours.,Expert Level,6 hours,155,5,https://www.udemy.com/learning-path-magento-master-and-test-magento-2-with-ease/,[]
2752,The Complete hapiJS Course - Go From Beginner To Advanced!,Udemy,Web Development,Course: The Complete hapiJS Course - Go From Beginner To Advanced!. Category: Web Development. Level: All Levels. Duration: 6 hours.,All Levels,6 hours,1697,5,https://www.udemy.com/hapijs-course/,[]
2753,Ruby On Rails For Web Development,Udemy,Web Development,Course: Ruby On Rails For Web Development. Category: Web Development. Level: Beginner Level. Duration: 5 hours.,Beginner Level,5 hours,2526,5,https://www.udemy.com/ruby-on-rails-for-web-development/,[]
2754,Create eye-catching WordPress website from scratch,Udemy,Web Development,Course: Create eye-catching WordPress website from scratch. Category: Web Development. Level: Beginner Level. Duration: 4.5 hours.,Beginner Level,4.5 hours,2342,5,https://www.udemy.com/create-eye-catching-wordpress-website-from-scratch/,[]
2755,Become A Web Developer And Seller - Build Websites With HTML,Udemy,Web Development,Course: Become A Web Developer And Seller - Build Websites With HTML. Category: Web Development. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,21730,5,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,[]
2756,WordPress Tips and Tricks,Udemy,Web Development,Course: WordPress Tips and Tricks. Category: Web Development. Level: Intermediate Level. Duration: 2.5 hours.,Intermediate Level,2.5 hours,1117,5,https://www.udemy.com/wordpress-tips-and-tricks/,[]
2757,HTML Tutorials : HTML Code for Website Creating,Udemy,Web Development,Course: HTML Tutorials : HTML Code for Website Creating. Category: Web Development. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,2401,5,https://www.udemy.com/html-code-for-website/,[]
2758,Complete HTML5 and CSS3 Course 1 Start to Finish Project,Udemy,Web Development,Course: Complete HTML5 and CSS3 Course 1 Start to Finish Project. Category: Web Development. Level: All Levels. Duration: 8.5 hours.,All Levels,8.5 hours,3887,5,https://www.udemy.com/complete-html5-and-css3-course-1-start-to-finish-project/,[]
2759,Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,Udemy,Web Development,Course: Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners. Category: Web Development. Level: Beginner Level. Duration: 5 hours.,Beginner Level,5 hours,1156,4,https://www.udemy.com/web-development-with-html-css-bootstrap-jquery-for-beginners/,[]
2760,HTML5 Specialist: Comprehensive HTML5 Training,Udemy,Web Development,Course: HTML5 Specialist: Comprehensive HTML5 Training. Category: Web Development. Level: All Levels. Duration: 5 hours.,All Levels,5 hours,1385,5,https://www.udemy.com/html5-specialist/,[]
2761,CSS and CSS3 For Absolute Beginners,Udemy,Web Development,Course: CSS and CSS3 For Absolute Beginners. Category: Web Development. Level: Beginner Level. Duration: 5 hours.,Beginner Level,5 hours,10890,5,https://www.udemy.com/css-and-css3-for-absolute-beginners/,[]
2762,Build a Complete JQuery Plugin (Image Pop-up Dialog),Udemy,Web Development,Course: Build a Complete JQuery Plugin (Image Pop-up Dialog). Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,1126,5,https://www.udemy.com/build-a-complete-jquery-plugin-image-pop-up-dialog/,[]
2763,How to create HTML Forms,Udemy,Web Development,Course: How to create HTML Forms. Category: Web Development. Level: Beginner Level. Duration: 40 mins.,Beginner Level,40 mins,3652,5,https://www.udemy.com/how-to-create-html-forms/,[]
2764,ReactJS and Flux: Learn By Building 10 Projects,Udemy,Web Development,Course: ReactJS and Flux: Learn By Building 10 Projects. Category: Web Development. Level: All Levels. Duration: 11 hours.,All Levels,11 hours,1723,5,https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/,[]
2765,How To Make A Business Website In 1 Day With Wix FAST EASY,Udemy,Web Development,Course: How To Make A Business Website In 1 Day With Wix FAST EASY. Category: Web Development. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,3759,5,https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/,[]
2766,PHP Date and Time Course by Edwin Diaz,Udemy,Web Development,Course: PHP Date and Time Course by Edwin Diaz. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,1653,5,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,[]
2767,Start Your Own Forum Website in 15 Minutes,Udemy,Web Development,Course: Start Your Own Forum Website in 15 Minutes. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,5387,5,https://www.udemy.com/forum-web-development/,[]
2768,Hit the ground running with AngularJS with Dion Yang,Udemy,Web Development,Course: Hit the ground running with AngularJS with Dion Yang. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,4563,5,https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/,[]
2769,Learn CSS Transition and Animation,Udemy,Web Development,Course: Learn CSS Transition and Animation. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,3757,5,https://www.udemy.com/css-transition-and-animation/,[]
2770,Learn JavaScript from scratch,Udemy,Web Development,Course: Learn JavaScript from scratch. Category: Web Development. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,4193,5,https://www.udemy.com/learn-javascript-from-scratch/,[]
2771,WordPress for Beginners - Tutorial - From Novice to Know-How,Udemy,Web Development,Course: WordPress for Beginners - Tutorial - From Novice to Know-How. Category: Web Development. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,3694,5,https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/,[]
2772,RESTful API with Laravel,Udemy,Web Development,Course: RESTful API with Laravel. Category: Web Development. Level: All Levels. Duration: 6 hours.,All Levels,6 hours,1905,5,https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/,[]
2773,Learn Ruby on Rails for Absolute Beginners,Udemy,Web Development,Course: Learn Ruby on Rails for Absolute Beginners. Category: Web Development. Level: All Levels. Duration: 4.5 hours.,All Levels,4.5 hours,2875,5,https://www.udemy.com/learn-ruby-on-rails-for-absolute-beginners/,[]
2774,JavaScript Tutorial,Udemy,Web Development,Course: JavaScript Tutorial. Category: Web Development. Level: All Levels. Duration: 4.5 hours.,All Levels,4.5 hours,613,5,https://www.udemy.com/lets-learn-javascript-by-coding/,[]
2775,Shopping Cart Website from Scratch Ecommerce,Udemy,Web Development,Course: Shopping Cart Website from Scratch Ecommerce. Category: Web Development. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,633,5,https://www.udemy.com/shopping-cart/,[]
2776,Learn By Example: Angular JS,Udemy,Web Development,Course: Learn By Example: Angular JS. Category: Web Development. Level: All Levels. Duration: 7 hours.,All Levels,7 hours,1515,5,https://www.udemy.com/learn-by-example-angular-js/,[]
2777,The Complete front end web developer Bootcamp - 14 projects,Udemy,Web Development,Course: The Complete front end web developer Bootcamp - 14 projects. Category: Web Development. Level: All Levels. Duration: 18.5 hours.,All Levels,18.5 hours,900,5,https://www.udemy.com/complete-front-end-web-developer-bootcamp/,[]
2778,WordPress LMS: E-Learning Website Made Easy,Udemy,Web Development,Course: WordPress LMS: E-Learning Website Made Easy. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,2382,5,https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/,[]
2779,Create An HTML5 Video Player From Scratch,Udemy,Web Development,Course: Create An HTML5 Video Player From Scratch. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,32260,5,https://www.udemy.com/html5-video-player/,[]
2780,In Depth Web Development Made Easy,Udemy,Web Development,Course: In Depth Web Development Made Easy. Category: Web Development. Level: All Levels. Duration: 6.5 hours.,All Levels,6.5 hours,3249,5,https://www.udemy.com/in-depth-web-development-from-scratch/,[]
2781,Jquery :basics for beginners,Udemy,Web Development,Course: Jquery :basics for beginners. Category: Web Development. Level: All Levels. Duration: 40 mins.,All Levels,40 mins,1274,5,https://www.udemy.com/jquery-basics-for-beginners/,[]
2782,Web Development By Doing: HTML / CSS From Scratch,Udemy,Web Development,Course: Web Development By Doing: HTML / CSS From Scratch. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,72932,5,https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/,[]
2783,Build Your First Website in 1 Week with HTML5 and CSS3,Udemy,Web Development,Course: Build Your First Website in 1 Week with HTML5 and CSS3. Category: Web Development. Level: Beginner Level. Duration: 3 hours.,Beginner Level,3 hours,120291,5,https://www.udemy.com/build-your-first-website-in-1-week/,[]
2784,"ASP.NET Core MVC, Quick and Practical",Udemy,Web Development,"Course: ASP.NET Core MVC, Quick and Practical. Category: Web Development. Level: Intermediate Level. Duration: 2.5 hours.",Intermediate Level,2.5 hours,387,5,https://www.udemy.com/aspnet-core-mvc-quick-and-practical/,[]
2785,Better way towards CSS using Less and Sass,Udemy,Web Development,Course: Better way towards CSS using Less and Sass. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,2227,5,https://www.udemy.com/better-way-towards-css-using-less-and-sass/,[]
2786,JavaScript Complete for beginners with real world Apps,Udemy,Web Development,Course: JavaScript Complete for beginners with real world Apps. Category: Web Development. Level: All Levels. Duration: 3.5 hours.,All Levels,3.5 hours,2652,5,https://www.udemy.com/javascript-complete-and-comprehensive/,[]
2787,Creating a Responsive HTML Email,Udemy,Web Development,Course: Creating a Responsive HTML Email. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,2520,5,https://www.udemy.com/creating-responsive-html-email/,[]
2788,Angular 2 Demystified,Udemy,Web Development,Course: Angular 2 Demystified. Category: Web Development. Level: All Levels. Duration: 3.5 hours.,All Levels,3.5 hours,3150,5,https://www.udemy.com/introduction-to-angular2/,[]
2789,Learn HTML Fast and Easy!,Udemy,Web Development,Course: Learn HTML Fast and Easy!. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,4011,5,https://www.udemy.com/learn-to-code-html/,[]
2790,How To Setup a Micro-Blog in 3 Easy Steps,Udemy,Web Development,Course: How To Setup a Micro-Blog in 3 Easy Steps. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,6937,5,https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/,[]
2791,Ruby on Rails for Complete Beginners,Udemy,Web Development,Course: Ruby on Rails for Complete Beginners. Category: Web Development. Level: Beginner Level. Duration: 4 hours.,Beginner Level,4 hours,4839,5,https://www.udemy.com/ruby-on-rails-tutorial-for-complete-beginners/,[]
2792,Wordpress for Non-Technical People,Udemy,Web Development,Course: Wordpress for Non-Technical People. Category: Web Development. Level: Beginner Level. Duration: 4.5 hours.,Beginner Level,4.5 hours,2346,5,https://www.udemy.com/wordpress-for-non-technical-people/,[]
2793,ASP NET CORE - ANGULAR 2 E-Commerce App,Udemy,Web Development,Course: ASP NET CORE - ANGULAR 2 E-Commerce App. Category: Web Development. Level: All Levels. Duration: 13 hours.,All Levels,13 hours,897,5,https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/,[]
2794,Introductory JavaScript Made Easy Training Tutorial,Udemy,Web Development,Course: Introductory JavaScript Made Easy Training Tutorial. Category: Web Development. Level: Beginner Level. Duration: 11 hours.,Beginner Level,11 hours,9381,5,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,[]
2795,Become a Heroku Rails Ninja: Expert Level Deployment Tools,Udemy,Web Development,Course: Become a Heroku Rails Ninja: Expert Level Deployment Tools. Category: Web Development. Level: Intermediate Level. Duration: 8.5 hours.,Intermediate Level,8.5 hours,7090,5,https://www.udemy.com/become-a-heroku-rails-ninja/,[]
2796,Complete RESPONSIVE Website Design with HTML5 CSS3,Udemy,Web Development,Course: Complete RESPONSIVE Website Design with HTML5 CSS3. Category: Web Development. Level: Beginner Level. Duration: 9 hours.,Beginner Level,9 hours,2204,5,https://www.udemy.com/website_design/,[]
2797,Pimcore Developer: Implement a Blog from a Bootstrap Theme,Udemy,Web Development,Course: Pimcore Developer: Implement a Blog from a Bootstrap Theme. Category: Web Development. Level: All Levels. Duration: 4.5 hours.,All Levels,4.5 hours,1212,5,https://www.udemy.com/enterprise-cms-applied-implement-a-website-with-pimcore/,[]
2798,Inspirational Web Development - A Beginner Approach -,Udemy,Web Development,Course: Inspirational Web Development - A Beginner Approach -. Category: Web Development. Level: Beginner Level. Duration: 3.5 hours.,Beginner Level,3.5 hours,5328,5,https://www.udemy.com/inspirational-web-development-level-0/,[]
2799,"Learn HTML, A practical guide from scratch to HTML 5",Udemy,Web Development,"Course: Learn HTML, A practical guide from scratch to HTML 5. Category: Web Development. Level: All Levels. Duration: 3 hours.",All Levels,3 hours,5715,5,https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/,[]
2800,JavaScript Tutorial: Learn JavaScript Code for Beginners,Udemy,Web Development,Course: JavaScript Tutorial: Learn JavaScript Code for Beginners. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,2074,5,https://www.udemy.com/javascript-tutorial-for-beginners/,[]
2801,Website Secrets: Get a Gorgeous Website on the Cheap,Udemy,Web Development,Course: Website Secrets: Get a Gorgeous Website on the Cheap. Category: Web Development. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,12328,5,https://www.udemy.com/how-to-get-an-excellent-website-at-a-lower-cost/,[]
2802,Ultimate WordPress Plugin Course,Udemy,Web Development,Course: Ultimate WordPress Plugin Course. Category: Web Development. Level: All Levels. Duration: 9 hours.,All Levels,9 hours,4537,5,https://www.udemy.com/wordpress-plugin-course/,[]
2803,PHP for Beginners: How to Build an E-Commerce Store,Udemy,Web Development,Course: PHP for Beginners: How to Build an E-Commerce Store. Category: Web Development. Level: All Levels. Duration: 14.5 hours.,All Levels,14.5 hours,5117,5,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,[]
2804,"Build Realtime Apps React Js, Golang RethinkDB",Udemy,Web Development,"Course: Build Realtime Apps React Js, Golang RethinkDB. Category: Web Development. Level: All Levels. Duration: 3 hours.",All Levels,3 hours,3854,5,https://www.udemy.com/realtime-apps-with-reactjs-golang-rethinkdb/,[]
2805,"Master Electron: Desktop Apps using HTML, JavaScript CSS",Udemy,Web Development,"Course: Master Electron: Desktop Apps using HTML, JavaScript CSS. Category: Web Development. Level: Intermediate Level. Duration: 5.5 hours.",Intermediate Level,5.5 hours,1902,5,https://www.udemy.com/master-electron/,[]
2806,The Complete Web Developer Masterclass: Beginner To Advanced,Udemy,Web Development,Course: The Complete Web Developer Masterclass: Beginner To Advanced. Category: Web Development. Level: All Levels. Duration: 51 hours.,All Levels,51 hours,37141,5,https://www.udemy.com/webdevelopercourse/,[]
2807,Mastering Micro Services Using Java Spring Boot,Udemy,Web Development,Course: Mastering Micro Services Using Java Spring Boot. Category: Web Development. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,1649,5,https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/,[]
2808,How to Create A Website: An HTML Tutorial and CSS Tutorial,Udemy,Web Development,Course: How to Create A Website: An HTML Tutorial and CSS Tutorial. Category: Web Development. Level: All Levels. Duration: 32.5 hours.,All Levels,32.5 hours,3012,5,https://www.udemy.com/html-tutorial/,[]
2809,The Advanced Web Developer Course,Udemy,Web Development,Course: The Advanced Web Developer Course. Category: Web Development. Level: Intermediate Level. Duration: 10.5 hours.,Intermediate Level,10.5 hours,6890,5,https://www.udemy.com/the-advanced-web-developer-course/,[]
2810,Projects in MongoDB - Learn MongoDB Building Projects,Udemy,Web Development,Course: Projects in MongoDB - Learn MongoDB Building Projects. Category: Web Development. Level: All Levels. Duration: 12 hours.,All Levels,12 hours,4628,5,https://www.udemy.com/projects-in-mongodb/,[]
2811,Learning JavaScript Programming Tutorial. A Definitive Guide,Udemy,Web Development,Course: Learning JavaScript Programming Tutorial. A Definitive Guide. Category: Web Development. Level: All Levels. Duration: 9.5 hours.,All Levels,9.5 hours,17113,5,https://www.udemy.com/programming-javascript/,[]
2812,"The Complete JavaScript, HTML and CSS Tutorial For Beginners",Udemy,Web Development,"Course: The Complete JavaScript, HTML and CSS Tutorial For Beginners. Category: Web Development. Level: Beginner Level. Duration: 3 hours.",Beginner Level,3 hours,244,5,https://www.udemy.com/the-complete-javascript-html-and-css-tutorial-for-beginners/,[]
2813,"Build Modern Responsive Website With HTML5, CSS3 Bootstrap",Udemy,Web Development,"Course: Build Modern Responsive Website With HTML5, CSS3 Bootstrap. Category: Web Development. Level: All Levels. Duration: 13 hours.",All Levels,13 hours,1472,5,https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/,[]
2814,The Complete JavaScript Course For Web Development Beginners,Udemy,Web Development,Course: The Complete JavaScript Course For Web Development Beginners. Category: Web Development. Level: All Levels. Duration: 4 hours.,All Levels,4 hours,31499,5,https://www.udemy.com/javascriptcourse/,[]
2815,Email Marketing: Send Unlimited Emails via Own Mail Server,Udemy,Web Development,Course: Email Marketing: Send Unlimited Emails via Own Mail Server. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,3539,5,https://www.udemy.com/email-marketing-send-unlimited-emails-via-own-mail-server/,[]
2816,Getting started with JavaScript,Udemy,Web Development,Course: Getting started with JavaScript. Category: Web Development. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,1415,5,https://www.udemy.com/javascript-code/,[]
2817,Learn the basics of the Web development: Coding Tactics,Udemy,Web Development,Course: Learn the basics of the Web development: Coding Tactics. Category: Web Development. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,2965,5,https://www.udemy.com/learn-the-basics-of-the-web-development-in-2-hours/,[]
2818,RESTful API with Laravel 5.4: Definitive Guide,Udemy,Web Development,Course: RESTful API with Laravel 5.4: Definitive Guide. Category: Web Development. Level: All Levels. Duration: 12.5 hours.,All Levels,12.5 hours,655,5,https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/,[]
2819,Learn AngularJS Step By Step,Udemy,Web Development,Course: Learn AngularJS Step By Step. Category: Web Development. Level: Intermediate Level. Duration: 1.5 hours.,Intermediate Level,1.5 hours,18777,5,https://www.udemy.com/maruti-angularjs/,[]
2820,Learn React : The World's Most Lucrative JavaScript Library,Udemy,Web Development,Course: Learn React : The World's Most Lucrative JavaScript Library. Category: Web Development. Level: Beginner Level. Duration: 9.5 hours.,Beginner Level,9.5 hours,1591,5,https://www.udemy.com/learn-react-the-worlds-most-lucrative-javascript-library/,[]
2821,Master Regular Expressions from scratch - All languages,Udemy,Web Development,Course: Master Regular Expressions from scratch - All languages. Category: Web Development. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,1925,5,https://www.udemy.com/master-regular-expressions-from-scratch/,[]
2822,Try AngularJS: Beginner's Guide to Front End Web Development,Udemy,Web Development,Course: Try AngularJS: Beginner's Guide to Front End Web Development. Category: Web Development. Level: Beginner Level. Duration: 4.5 hours.,Beginner Level,4.5 hours,16926,5,https://www.udemy.com/try-angularjs/,[]
2823,JavaScript Step by Step how to apply it to your web pages,Udemy,Web Development,Course: JavaScript Step by Step how to apply it to your web pages. Category: Web Development. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,13406,5,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/,[]
2824,Explore JavaScript Beginners Guide to Coding JavaScript,Udemy,Web Development,Course: Explore JavaScript Beginners Guide to Coding JavaScript. Category: Web Development. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,5739,5,https://www.udemy.com/javascript-beginners-course/,[]
2825,Learn Web Scraping with Node.js,Udemy,Web Development,Course: Learn Web Scraping with Node.js. Category: Web Development. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,16731,5,https://www.udemy.com/web-scraping-nodejs/,[]
2826,Getting Started with WordPress 2016,Udemy,Web Development,Course: Getting Started with WordPress 2016. Category: Web Development. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,1613,5,https://www.udemy.com/getting-started-with-wordpress-cms/,[]
